result_id,student_id,subject_id,window_id,school_year,scaled_score,percentile_rank,benchmark_category
R0000333,STU00056,SUBJ_R,W3,2024-2025,334.7,12,Intervention
R0000334,STU00056,SUBJ_M,W1,2024-2025,771.6,71,At/Above Benchmark
R0000335,STU00056,SUBJ_M,W2,2024-2025,777.3,70,At/Above Benchmark
R0000336,STU00056,SUBJ_M,W3,2024-2025,805.7,66,At/Above Benchmark
R0000337,STU00057,SUBJ_R,W1,2024-2025,180.7,16,Intervention
R0000338,STU00057,SUBJ_R,W2,2024-2025,184.1,23,Intervention
R0000339,STU00057,SUBJ_R,W3,2024-2025,188.7,25,On Watch
R0000340,STU00057,SUBJ_M,W1,2024-2025,369.9,50,At/Above Benchmark
R0000341,STU00057,SUBJ_M,W2,2024-2025,353.3,58,At/Above Benchmark
R0000342,STU00057,SUBJ_M,W3,2024-2025,375.7,57,At/Above Benchmark
R0000343,STU00058,SUBJ_R,W1,2024-2025,422.4,71,At/Above Benchmark
R0000344,STU00058,SUBJ_R,W2,2024-2025,403.1,61,At/Above Benchmark
R0000345,STU00058,SUBJ_R,W3,2024-2025,512.0,84,At/Above Benchmark
R0000346,STU00058,SUBJ_M,W1,2024-2025,239.4,48,At/Above Benchmark
R0000347,STU00058,SUBJ_M,W2,2024-2025,302.5,42,At/Above Benchmark
R0000348,STU00058,SUBJ_M,W3,2024-2025,359.7,62,At/Above Benchmark
R0000349,STU00059,SUBJ_R,W1,2024-2025,647.1,53,At/Above Benchmark
R0000350,STU00059,SUBJ_R,W2,2024-2025,722.9,60,At/Above Benchmark
R0000351,STU00059,SUBJ_R,W3,2024-2025,806.2,58,At/Above Benchmark
R0000352,STU00059,SUBJ_M,W1,2024-2025,853.3,85,At/Above Benchmark
R0000353,STU00059,SUBJ_M,W2,2024-2025,887.5,98,At/Above Benchmark
R0000354,STU00059,SUBJ_M,W3,2024-2025,932.4,93,At/Above Benchmark
R0000355,STU00060,SUBJ_R,W1,2024-2025,503.8,10,Intervention
R0000356,STU00060,SUBJ_R,W2,2024-2025,505.6,14,Intervention
R0000357,STU00060,SUBJ_R,W3,2024-2025,562.4,25,On Watch
R0000358,STU00060,SUBJ_M,W1,2024-2025,816.9,56,At/Above Benchmark
R0000359,STU00060,SUBJ_M,W2,2024-2025,766.7,60,At/Above Benchmark
R0000360,STU00060,SUBJ_M,W3,2024-2025,768.9,61,At/Above Benchmark
R0000361,STU00061,SUBJ_R,W1,2024-2025,424.2,59,At/Above Benchmark
R0000362,STU00061,SUBJ_R,W2,2024-2025,395.9,54,At/Above Benchmark
R0000363,STU00061,SUBJ_R,W3,2024-2025,479.6,69,At/Above Benchmark
R0000364,STU00061,SUBJ_M,W1,2024-2025,239.2,42,At/Above Benchmark
R0000365,STU00061,SUBJ_M,W2,2024-2025,210.2,42,At/Above Benchmark
R0000366,STU00061,SUBJ_M,W3,2024-2025,172.0,36,On Watch
R0000367,STU00062,SUBJ_R,W1,2024-2025,457.1,67,At/Above Benchmark
R0000368,STU00062,SUBJ_R,W2,2024-2025,486.0,70,At/Above Benchmark
R0000369,STU00062,SUBJ_R,W3,2024-2025,482.9,63,At/Above Benchmark
R0000370,STU00062,SUBJ_M,W1,2024-2025,268.9,53,At/Above Benchmark
R0000371,STU00062,SUBJ_M,W2,2024-2025,320.2,46,At/Above Benchmark
R0000372,STU00062,SUBJ_M,W3,2024-2025,335.0,59,At/Above Benchmark
R0000373,STU00063,SUBJ_R,W1,2024-2025,852.3,54,At/Above Benchmark
R0000374,STU00063,SUBJ_R,W2,2024-2025,875.1,59,At/Above Benchmark
R0000375,STU00063,SUBJ_R,W3,2024-2025,909.0,72,At/Above Benchmark
R0000376,STU00063,SUBJ_M,W1,2024-2025,662.9,41,At/Above Benchmark
R0000377,STU00063,SUBJ_M,W2,2024-2025,717.3,59,At/Above Benchmark
R0000378,STU00063,SUBJ_M,W3,2024-2025,749.5,58,At/Above Benchmark
R0000379,STU00064,SUBJ_R,W1,2024-2025,431.9,20,Intervention
R0000380,STU00064,SUBJ_R,W2,2024-2025,524.7,27,On Watch
R0000381,STU00064,SUBJ_R,W3,2024-2025,533.0,31,On Watch
R0000382,STU00064,SUBJ_M,W1,2024-2025,616.8,54,At/Above Benchmark
R0000383,STU00064,SUBJ_M,W2,2024-2025,542.8,40,At/Above Benchmark
R0000384,STU00064,SUBJ_M,W3,2024-2025,564.4,36,On Watch
R0000385,STU00065,SUBJ_R,W1,2024-2025,414.0,57,At/Above Benchmark
R0000386,STU00065,SUBJ_R,W2,2024-2025,457.2,77,At/Above Benchmark
R0000387,STU00065,SUBJ_R,W3,2024-2025,519.2,78,At/Above Benchmark
R0000388,STU00065,SUBJ_M,W1,2024-2025,202.3,50,At/Above Benchmark
R0000389,STU00065,SUBJ_M,W2,2024-2025,216.7,46,At/Above Benchmark
R0000390,STU00065,SUBJ_M,W3,2024-2025,308.2,59,At/Above Benchmark
R0000391,STU00066,SUBJ_R,W1,2024-2025,371.3,26,On Watch
R0000392,STU00066,SUBJ_R,W2,2024-2025,412.4,31,On Watch
R0000393,STU00066,SUBJ_R,W3,2024-2025,528.7,45,At/Above Benchmark
R0000394,STU00066,SUBJ_M,W1,2024-2025,729.3,85,At/Above Benchmark
R0000395,STU00066,SUBJ_M,W2,2024-2025,677.6,75,At/Above Benchmark
R0000396,STU00066,SUBJ_M,W3,2024-2025,574.6,49,At/Above Benchmark
R0000397,STU00067,SUBJ_R,W1,2024-2025,825.5,75,At/Above Benchmark
R0000398,STU00067,SUBJ_R,W2,2024-2025,882.9,88,At/Above Benchmark
R0000399,STU00067,SUBJ_R,W3,2024-2025,996.3,97,At/Above Benchmark
R0000400,STU00067,SUBJ_M,W1,2024-2025,502.3,39,On Watch
R0000401,STU00067,SUBJ_M,W2,2024-2025,530.9,35,On Watch
R0000402,STU00067,SUBJ_M,W3,2024-2025,564.3,37,On Watch
R0000403,STU00068,SUBJ_R,W1,2024-2025,654.0,62,At/Above Benchmark
R0000404,STU00068,SUBJ_R,W2,2024-2025,720.8,74,At/Above Benchmark
R0000405,STU00068,SUBJ_R,W3,2024-2025,755.9,78,At/Above Benchmark
R0000406,STU00068,SUBJ_M,W1,2024-2025,445.7,41,At/Above Benchmark
R0000407,STU00068,SUBJ_M,W2,2024-2025,457.7,45,At/Above Benchmark
R0000408,STU00068,SUBJ_M,W3,2024-2025,527.7,45,At/Above Benchmark
R0000409,STU00069,SUBJ_R,W1,2024-2025,565.6,80,At/Above Benchmark
R0000410,STU00069,SUBJ_R,W2,2024-2025,663.4,89,At/Above Benchmark
R0000411,STU00069,SUBJ_R,W3,2024-2025,749.5,99,At/Above Benchmark
R0000412,STU00069,SUBJ_M,W1,2024-2025,184.8,29,On Watch
R0000413,STU00069,SUBJ_M,W2,2024-2025,157.3,26,On Watch
R0000414,STU00069,SUBJ_M,W3,2024-2025,105.1,16,Intervention
R0000415,STU00070,SUBJ_R,W1,2024-2025,425.2,70,At/Above Benchmark
R0000416,STU00070,SUBJ_R,W2,2024-2025,402.8,74,At/Above Benchmark
R0000417,STU00070,SUBJ_R,W3,2024-2025,393.2,75,At/Above Benchmark
R0000418,STU00070,SUBJ_M,W1,2024-2025,251.3,52,At/Above Benchmark
R0000419,STU00070,SUBJ_M,W2,2024-2025,298.2,60,At/Above Benchmark
R0000420,STU00070,SUBJ_M,W3,2024-2025,342.5,65,At/Above Benchmark
R0000421,STU00071,SUBJ_R,W1,2024-2025,675.1,72,At/Above Benchmark
R0000422,STU00071,SUBJ_R,W2,2024-2025,767.6,80,At/Above Benchmark
R0000423,STU00071,SUBJ_R,W3,2024-2025,870.5,94,At/Above Benchmark
R0000424,STU00071,SUBJ_M,W1,2024-2025,404.6,39,On Watch
R0000425,STU00071,SUBJ_M,W2,2024-2025,454.6,44,At/Above Benchmark
R0000426,STU00071,SUBJ_M,W3,2024-2025,530.9,54,At/Above Benchmark
R0000427,STU00072,SUBJ_R,W1,2024-2025,788.7,66,At/Above Benchmark
R0000428,STU00072,SUBJ_R,W2,2024-2025,871.5,72,At/Above Benchmark
R0000429,STU00072,SUBJ_R,W3,2024-2025,933.2,81,At/Above Benchmark
R0000430,STU00072,SUBJ_M,W1,2024-2025,680.2,59,At/Above Benchmark
R0000431,STU00072,SUBJ_M,W2,2024-2025,778.9,78,At/Above Benchmark
R0000432,STU00072,SUBJ_M,W3,2024-2025,835.9,90,At/Above Benchmark
R0000433,STU00073,SUBJ_R,W1,2024-2025,781.1,76,At/Above Benchmark
R0000434,STU00073,SUBJ_R,W2,2024-2025,767.4,58,At/Above Benchmark
R0000435,STU00073,SUBJ_R,W3,2024-2025,788.3,74,At/Above Benchmark
R0000436,STU00073,SUBJ_M,W1,2024-2025,775.9,70,At/Above Benchmark
R0000437,STU00073,SUBJ_M,W2,2024-2025,778.8,74,At/Above Benchmark
R0000438,STU00073,SUBJ_M,W3,2024-2025,879.8,86,At/Above Benchmark
R0000439,STU00074,SUBJ_R,W1,2024-2025,510.7,71,At/Above Benchmark
R0000440,STU00074,SUBJ_R,W2,2024-2025,510.1,71,At/Above Benchmark
R0000441,STU00074,SUBJ_R,W3,2024-2025,590.2,83,At/Above Benchmark
R0000442,STU00074,SUBJ_M,W1,2024-2025,395.7,62,At/Above Benchmark
R0000443,STU00074,SUBJ_M,W2,2024-2025,423.0,69,At/Above Benchmark
R0000444,STU00074,SUBJ_M,W3,2024-2025,377.5,51,At/Above Benchmark
R0000445,STU00075,SUBJ_R,W1,2024-2025,561.1,36,On Watch
R0000446,STU00075,SUBJ_R,W2,2024-2025,586.5,36,On Watch
R0000447,STU00075,SUBJ_R,W3,2024-2025,652.9,44,At/Above Benchmark
R0000448,STU00075,SUBJ_M,W1,2024-2025,805.7,74,At/Above Benchmark
R0000449,STU00075,SUBJ_M,W2,2024-2025,823.8,78,At/Above Benchmark
R0000450,STU00075,SUBJ_M,W3,2024-2025,875.0,84,At/Above Benchmark
R0000451,STU00076,SUBJ_R,W1,2024-2025,514.3,95,At/Above Benchmark
R0000452,STU00076,SUBJ_R,W2,2024-2025,507.1,83,At/Above Benchmark
R0000453,STU00076,SUBJ_R,W3,2024-2025,493.0,66,At/Above Benchmark
R0000454,STU00076,SUBJ_M,W1,2024-2025,86.3,23,Intervention
R0000455,STU00076,SUBJ_M,W2,2024-2025,210.9,47,At/Above Benchmark
R0000456,STU00076,SUBJ_M,W3,2024-2025,256.4,50,At/Above Benchmark
R0000457,STU00077,SUBJ_R,W1,2024-2025,615.7,42,At/Above Benchmark
R0000458,STU00077,SUBJ_R,W2,2024-2025,692.0,60,At/Above Benchmark
R0000459,STU00077,SUBJ_R,W3,2024-2025,678.0,49,At/Above Benchmark
R0000460,STU00077,SUBJ_M,W1,2024-2025,275.9,7,Urgent Intervention
R0000461,STU00077,SUBJ_M,W2,2024-2025,403.4,17,Intervention
R0000462,STU00077,SUBJ_M,W3,2024-2025,416.0,28,On Watch
R0000463,STU00078,SUBJ_R,W1,2024-2025,643.3,40,At/Above Benchmark
R0000464,STU00078,SUBJ_R,W2,2024-2025,718.2,50,At/Above Benchmark
R0000465,STU00078,SUBJ_R,W3,2024-2025,743.7,46,At/Above Benchmark
R0000466,STU00078,SUBJ_M,W1,2024-2025,665.8,51,At/Above Benchmark
R0000467,STU00078,SUBJ_M,W2,2024-2025,763.7,56,At/Above Benchmark
R0000468,STU00078,SUBJ_M,W3,2024-2025,870.5,69,At/Above Benchmark
R0000469,STU00079,SUBJ_R,W1,2024-2025,582.5,36,On Watch
R0000470,STU00079,SUBJ_R,W2,2024-2025,590.8,36,On Watch
R0000471,STU00079,SUBJ_R,W3,2024-2025,620.5,44,At/Above Benchmark
R0000472,STU00079,SUBJ_M,W1,2024-2025,599.2,49,At/Above Benchmark
R0000473,STU00079,SUBJ_M,W2,2024-2025,643.5,54,At/Above Benchmark
R0000474,STU00079,SUBJ_M,W3,2024-2025,670.5,54,At/Above Benchmark
R0000475,STU00080,SUBJ_R,W1,2024-2025,773.7,58,At/Above Benchmark
R0000476,STU00080,SUBJ_R,W2,2024-2025,795.8,60,At/Above Benchmark
R0000477,STU00080,SUBJ_R,W3,2024-2025,890.2,80,At/Above Benchmark
R0000478,STU00080,SUBJ_M,W1,2024-2025,721.5,54,At/Above Benchmark
R0000479,STU00080,SUBJ_M,W2,2024-2025,666.8,45,At/Above Benchmark
R0000480,STU00080,SUBJ_M,W3,2024-2025,604.4,22,Intervention
R0000481,STU00081,SUBJ_R,W1,2024-2025,429.0,58,At/Above Benchmark
R0000482,STU00081,SUBJ_R,W2,2024-2025,490.4,77,At/Above Benchmark
R0000483,STU00081,SUBJ_R,W3,2024-2025,570.2,93,At/Above Benchmark
R0000484,STU00081,SUBJ_M,W1,2024-2025,297.6,51,At/Above Benchmark
R0000485,STU00081,SUBJ_M,W2,2024-2025,305.0,60,At/Above Benchmark
R0000486,STU00081,SUBJ_M,W3,2024-2025,382.9,69,At/Above Benchmark
R0000487,STU00082,SUBJ_R,W1,2024-2025,97.1,28,On Watch
R0000488,STU00082,SUBJ_R,W2,2024-2025,160.3,35,On Watch
R0000489,STU00082,SUBJ_R,W3,2024-2025,235.9,46,At/Above Benchmark
R0000490,STU00082,SUBJ_M,W1,2024-2025,297.1,66,At/Above Benchmark
R0000491,STU00082,SUBJ_M,W2,2024-2025,294.5,56,At/Above Benchmark
R0000492,STU00082,SUBJ_M,W3,2024-2025,299.2,56,At/Above Benchmark
R0000493,STU00083,SUBJ_R,W1,2024-2025,289.3,37,On Watch
R0000494,STU00083,SUBJ_R,W2,2024-2025,288.8,40,At/Above Benchmark
R0000495,STU00083,SUBJ_R,W3,2024-2025,259.9,34,On Watch
R0000496,STU00083,SUBJ_M,W1,2024-2025,258.7,42,At/Above Benchmark
R0000497,STU00083,SUBJ_M,W2,2024-2025,290.7,38,On Watch
R0000498,STU00083,SUBJ_M,W3,2024-2025,377.3,61,At/Above Benchmark
R0000499,STU00084,SUBJ_R,W1,2024-2025,437.8,24,Intervention
R0000500,STU00084,SUBJ_R,W2,2024-2025,443.8,13,Intervention
R0000501,STU00084,SUBJ_R,W3,2024-2025,428.3,23,Intervention
R0000502,STU00084,SUBJ_M,W1,2024-2025,782.9,73,At/Above Benchmark
R0000503,STU00084,SUBJ_M,W2,2024-2025,790.5,87,At/Above Benchmark
R0000504,STU00084,SUBJ_M,W3,2024-2025,800.5,78,At/Above Benchmark
R0000505,STU00085,SUBJ_R,W1,2024-2025,239.9,30,On Watch
R0000506,STU00085,SUBJ_R,W2,2024-2025,269.8,39,On Watch
R0000507,STU00085,SUBJ_R,W3,2024-2025,351.5,49,At/Above Benchmark
R0000508,STU00085,SUBJ_M,W1,2024-2025,336.0,57,At/Above Benchmark
R0000509,STU00085,SUBJ_M,W2,2024-2025,382.4,56,At/Above Benchmark
R0000510,STU00085,SUBJ_M,W3,2024-2025,488.9,75,At/Above Benchmark
R0000511,STU00086,SUBJ_R,W1,2024-2025,334.1,41,At/Above Benchmark
R0000512,STU00086,SUBJ_R,W2,2024-2025,286.9,34,On Watch
R0000513,STU00086,SUBJ_R,W3,2024-2025,296.9,38,On Watch
R0000514,STU00086,SUBJ_M,W1,2024-2025,486.0,77,At/Above Benchmark
R0000515,STU00086,SUBJ_M,W2,2024-2025,432.9,65,At/Above Benchmark
R0000516,STU00086,SUBJ_M,W3,2024-2025,441.3,65,At/Above Benchmark
R0000517,STU00087,SUBJ_R,W1,2024-2025,592.9,23,Intervention
R0000518,STU00087,SUBJ_R,W2,2024-2025,636.2,36,On Watch
R0000519,STU00087,SUBJ_R,W3,2024-2025,674.0,26,On Watch
R0000520,STU00087,SUBJ_M,W1,2024-2025,1106.3,99,At/Above Benchmark
R0000521,STU00087,SUBJ_M,W2,2024-2025,1146.8,99,At/Above Benchmark
R0000522,STU00087,SUBJ_M,W3,2024-2025,1186.9,99,At/Above Benchmark
R0000523,STU00088,SUBJ_R,W1,2024-2025,391.9,49,At/Above Benchmark
R0000524,STU00088,SUBJ_R,W2,2024-2025,451.4,67,At/Above Benchmark
R0000525,STU00088,SUBJ_R,W3,2024-2025,527.6,62,At/Above Benchmark
R0000526,STU00088,SUBJ_M,W1,2024-2025,255.7,33,On Watch
R0000527,STU00088,SUBJ_M,W2,2024-2025,293.9,41,At/Above Benchmark
R0000528,STU00088,SUBJ_M,W3,2024-2025,343.5,55,At/Above Benchmark
R0000529,STU00089,SUBJ_R,W1,2024-2025,806.3,60,At/Above Benchmark
R0000530,STU00089,SUBJ_R,W2,2024-2025,824.7,49,At/Above Benchmark
R0000531,STU00089,SUBJ_R,W3,2024-2025,864.5,69,At/Above Benchmark
R0000532,STU00089,SUBJ_M,W1,2024-2025,719.4,48,At/Above Benchmark
R0000533,STU00089,SUBJ_M,W2,2024-2025,737.6,59,At/Above Benchmark
R0000534,STU00089,SUBJ_M,W3,2024-2025,806.1,58,At/Above Benchmark
R0000535,STU00090,SUBJ_R,W1,2024-2025,576.7,69,At/Above Benchmark
R0000536,STU00090,SUBJ_R,W2,2024-2025,638.2,76,At/Above Benchmark
R0000537,STU00090,SUBJ_R,W3,2024-2025,684.9,82,At/Above Benchmark
R0000538,STU00090,SUBJ_M,W1,2024-2025,149.7,12,Intervention
R0000539,STU00090,SUBJ_M,W2,2024-2025,280.0,33,On Watch
R0000540,STU00090,SUBJ_M,W3,2024-2025,248.7,29,On Watch
R0000541,STU00091,SUBJ_R,W1,2024-2025,728.6,85,At/Above Benchmark
R0000542,STU00091,SUBJ_R,W2,2024-2025,768.3,87,At/Above Benchmark
R0000543,STU00091,SUBJ_R,W3,2024-2025,805.1,84,At/Above Benchmark
R0000544,STU00091,SUBJ_M,W1,2024-2025,324.2,35,On Watch
R0000545,STU00091,SUBJ_M,W2,2024-2025,355.9,43,At/Above Benchmark
R0000546,STU00091,SUBJ_M,W3,2024-2025,384.3,51,At/Above Benchmark
R0000547,STU00092,SUBJ_R,W1,2024-2025,356.5,37,On Watch
R0000548,STU00092,SUBJ_R,W2,2024-2025,379.4,31,On Watch
R0000549,STU00092,SUBJ_R,W3,2024-2025,363.7,25,On Watch
R0000550,STU00092,SUBJ_M,W1,2024-2025,443.4,53,At/Above Benchmark
R0000551,STU00092,SUBJ_M,W2,2024-2025,380.6,35,On Watch
R0000552,STU00092,SUBJ_M,W3,2024-2025,450.1,47,At/Above Benchmark
R0000553,STU00093,SUBJ_R,W1,2024-2025,311.7,46,At/Above Benchmark
R0000554,STU00093,SUBJ_R,W2,2024-2025,313.8,41,At/Above Benchmark
R0000555,STU00093,SUBJ_R,W3,2024-2025,346.3,49,At/Above Benchmark
R0000556,STU00093,SUBJ_M,W1,2024-2025,135.7,33,On Watch
R0000557,STU00093,SUBJ_M,W2,2024-2025,167.6,25,On Watch
R0000558,STU00093,SUBJ_M,W3,2024-2025,193.5,31,On Watch
R0000559,STU00094,SUBJ_R,W1,2024-2025,718.4,45,At/Above Benchmark
R0000560,STU00094,SUBJ_R,W2,2024-2025,746.2,46,At/Above Benchmark
R0000561,STU00094,SUBJ_R,W3,2024-2025,769.6,44,At/Above Benchmark
R0000562,STU00094,SUBJ_M,W1,2024-2025,636.8,35,On Watch
R0000563,STU00094,SUBJ_M,W2,2024-2025,579.2,31,On Watch
R0000564,STU00094,SUBJ_M,W3,2024-2025,540.4,27,On Watch
R0000565,STU00095,SUBJ_R,W1,2024-2025,219.3,45,At/Above Benchmark
R0000566,STU00095,SUBJ_R,W2,2024-2025,244.3,45,At/Above Benchmark
R0000567,STU00095,SUBJ_R,W3,2024-2025,200.7,29,On Watch
R0000568,STU00095,SUBJ_M,W1,2024-2025,50.0,27,On Watch
R0000569,STU00095,SUBJ_M,W2,2024-2025,50.0,27,On Watch
R0000570,STU00095,SUBJ_M,W3,2024-2025,50.0,23,Intervention
R0000571,STU00096,SUBJ_R,W1,2024-2025,170.8,33,On Watch
R0000572,STU00096,SUBJ_R,W2,2024-2025,277.2,49,At/Above Benchmark
R0000573,STU00096,SUBJ_R,W3,2024-2025,351.4,60,At/Above Benchmark
R0000574,STU00096,SUBJ_M,W1,2024-2025,238.8,40,At/Above Benchmark
R0000575,STU00096,SUBJ_M,W2,2024-2025,262.6,51,At/Above Benchmark
R0000576,STU00096,SUBJ_M,W3,2024-2025,297.8,53,At/Above Benchmark
R0000577,STU00097,SUBJ_R,W1,2024-2025,569.5,72,At/Above Benchmark
R0000578,STU00097,SUBJ_R,W2,2024-2025,518.6,59,At/Above Benchmark
R0000579,STU00097,SUBJ_R,W3,2024-2025,467.1,47,At/Above Benchmark
R0000580,STU00097,SUBJ_M,W1,2024-2025,522.9,59,At/Above Benchmark
R0000581,STU00097,SUBJ_M,W2,2024-2025,497.2,59,At/Above Benchmark
R0000582,STU00097,SUBJ_M,W3,2024-2025,530.7,61,At/Above Benchmark
R0000583,STU00098,SUBJ_R,W1,2024-2025,349.8,45,At/Above Benchmark
R0000584,STU00098,SUBJ_R,W2,2024-2025,447.3,59,At/Above Benchmark
R0000585,STU00098,SUBJ_R,W3,2024-2025,497.9,65,At/Above Benchmark
R0000586,STU00098,SUBJ_M,W1,2024-2025,353.5,55,At/Above Benchmark
R0000587,STU00098,SUBJ_M,W2,2024-2025,375.8,60,At/Above Benchmark
R0000588,STU00098,SUBJ_M,W3,2024-2025,373.5,63,At/Above Benchmark
R0000589,STU00099,SUBJ_R,W1,2024-2025,312.2,18,Intervention
R0000590,STU00099,SUBJ_R,W2,2024-2025,317.5,33,On Watch
R0000591,STU00099,SUBJ_R,W3,2024-2025,371.3,44,At/Above Benchmark
R0000592,STU00099,SUBJ_M,W1,2024-2025,548.1,72,At/Above Benchmark
R0000593,STU00099,SUBJ_M,W2,2024-2025,558.3,66,At/Above Benchmark
R0000594,STU00099,SUBJ_M,W3,2024-2025,588.4,74,At/Above Benchmark
R0000595,STU00100,SUBJ_R,W1,2024-2025,654.4,43,At/Above Benchmark
R0000596,STU00100,SUBJ_R,W2,2024-2025,664.9,44,At/Above Benchmark
R0000597,STU00100,SUBJ_R,W3,2024-2025,665.6,39,On Watch
R0000598,STU00100,SUBJ_M,W1,2024-2025,773.8,58,At/Above Benchmark
R0000599,STU00100,SUBJ_M,W2,2024-2025,747.4,53,At/Above Benchmark
R0000600,STU00100,SUBJ_M,W3,2024-2025,866.5,67,At/Above Benchmark
R0000601,STU00101,SUBJ_R,W1,2024-2025,516.0,61,At/Above Benchmark
R0000602,STU00101,SUBJ_R,W2,2024-2025,552.1,53,At/Above Benchmark
R0000603,STU00101,SUBJ_R,W3,2024-2025,579.2,56,At/Above Benchmark
R0000604,STU00101,SUBJ_M,W1,2024-2025,394.5,45,At/Above Benchmark
R0000605,STU00101,SUBJ_M,W2,2024-2025,460.5,52,At/Above Benchmark
R0000606,STU00101,SUBJ_M,W3,2024-2025,598.2,79,At/Above Benchmark
R0000607,STU00102,SUBJ_R,W1,2024-2025,344.7,51,At/Above Benchmark
R0000608,STU00102,SUBJ_R,W2,2024-2025,364.2,52,At/Above Benchmark
R0000609,STU00102,SUBJ_R,W3,2024-2025,408.8,64,At/Above Benchmark
R0000610,STU00102,SUBJ_M,W1,2024-2025,84.1,25,On Watch
R0000611,STU00102,SUBJ_M,W2,2024-2025,136.3,34,On Watch
R0000612,STU00102,SUBJ_M,W3,2024-2025,210.0,47,At/Above Benchmark
R0000613,STU00103,SUBJ_R,W1,2024-2025,415.1,58,At/Above Benchmark
R0000614,STU00103,SUBJ_R,W2,2024-2025,466.6,56,At/Above Benchmark
R0000615,STU00103,SUBJ_R,W3,2024-2025,506.0,66,At/Above Benchmark
R0000616,STU00103,SUBJ_M,W1,2024-2025,382.3,58,At/Above Benchmark
R0000617,STU00103,SUBJ_M,W2,2024-2025,431.4,69,At/Above Benchmark
R0000618,STU00103,SUBJ_M,W3,2024-2025,470.8,76,At/Above Benchmark
R0000619,STU00104,SUBJ_R,W1,2024-2025,923.3,76,At/Above Benchmark
R0000620,STU00104,SUBJ_R,W2,2024-2025,937.4,84,At/Above Benchmark
R0000621,STU00104,SUBJ_R,W3,2024-2025,893.8,65,At/Above Benchmark
R0000622,STU00104,SUBJ_M,W1,2024-2025,511.5,21,Intervention
R0000623,STU00104,SUBJ_M,W2,2024-2025,592.6,35,On Watch
R0000624,STU00104,SUBJ_M,W3,2024-2025,648.1,40,At/Above Benchmark
R0000625,STU00105,SUBJ_R,W1,2024-2025,482.8,62,At/Above Benchmark
R0000626,STU00105,SUBJ_R,W2,2024-2025,516.5,69,At/Above Benchmark
R0000627,STU00105,SUBJ_R,W3,2024-2025,568.9,79,At/Above Benchmark
R0000628,STU00105,SUBJ_M,W1,2024-2025,512.3,69,At/Above Benchmark
R0000629,STU00105,SUBJ_M,W2,2024-2025,426.4,64,At/Above Benchmark
R0000630,STU00105,SUBJ_M,W3,2024-2025,462.5,71,At/Above Benchmark
R0000631,STU00106,SUBJ_R,W1,2024-2025,895.1,79,At/Above Benchmark
R0000632,STU00106,SUBJ_R,W2,2024-2025,937.9,92,At/Above Benchmark
R0000633,STU00106,SUBJ_R,W3,2024-2025,949.1,87,At/Above Benchmark
R0000634,STU00106,SUBJ_M,W1,2024-2025,597.5,47,At/Above Benchmark
R0000635,STU00106,SUBJ_M,W2,2024-2025,594.4,49,At/Above Benchmark
R0000636,STU00106,SUBJ_M,W3,2024-2025,534.5,40,At/Above Benchmark
R0000637,STU00107,SUBJ_R,W1,2024-2025,338.4,58,At/Above Benchmark
R0000638,STU00107,SUBJ_R,W2,2024-2025,406.3,68,At/Above Benchmark
R0000639,STU00107,SUBJ_R,W3,2024-2025,451.2,81,At/Above Benchmark
R0000640,STU00107,SUBJ_M,W1,2024-2025,272.8,55,At/Above Benchmark
R0000641,STU00107,SUBJ_M,W2,2024-2025,350.3,64,At/Above Benchmark
R0000642,STU00107,SUBJ_M,W3,2024-2025,403.5,69,At/Above Benchmark
R0000643,STU00108,SUBJ_R,W1,2024-2025,910.9,71,At/Above Benchmark
R0000644,STU00108,SUBJ_R,W2,2024-2025,932.8,69,At/Above Benchmark
R0000645,STU00108,SUBJ_R,W3,2024-2025,1039.4,92,At/Above Benchmark
R0000646,STU00108,SUBJ_M,W1,2024-2025,745.6,57,At/Above Benchmark
R0000647,STU00108,SUBJ_M,W2,2024-2025,787.3,69,At/Above Benchmark
R0000648,STU00108,SUBJ_M,W3,2024-2025,802.1,59,At/Above Benchmark
R0000649,STU00109,SUBJ_R,W1,2024-2025,528.0,44,At/Above Benchmark
R0000650,STU00109,SUBJ_R,W2,2024-2025,536.5,44,At/Above Benchmark
R0000651,STU00109,SUBJ_R,W3,2024-2025,499.0,43,At/Above Benchmark
R0000652,STU00109,SUBJ_M,W1,2024-2025,708.9,77,At/Above Benchmark
R0000653,STU00109,SUBJ_M,W2,2024-2025,764.5,80,At/Above Benchmark
R0000654,STU00109,SUBJ_M,W3,2024-2025,707.6,65,At/Above Benchmark
R0000655,STU00110,SUBJ_R,W1,2024-2025,306.7,42,At/Above Benchmark
R0000656,STU00110,SUBJ_R,W2,2024-2025,312.3,38,On Watch
R0000657,STU00110,SUBJ_R,W3,2024-2025,261.4,32,On Watch
R0000658,STU00110,SUBJ_M,W1,2024-2025,277.2,43,At/Above Benchmark
R0000659,STU00110,SUBJ_M,W2,2024-2025,335.4,45,At/Above Benchmark
R0000660,STU00110,SUBJ_M,W3,2024-2025,310.3,52,At/Above Benchmark
R0000661,STU00111,SUBJ_R,W1,2024-2025,546.7,49,At/Above Benchmark
R0000662,STU00111,SUBJ_R,W2,2024-2025,628.4,66,At/Above Benchmark
R0000663,STU00111,SUBJ_R,W3,2024-2025,670.9,63,At/Above Benchmark
R0000664,STU00111,SUBJ_M,W1,2024-2025,671.4,70,At/Above Benchmark
R0000665,STU00111,SUBJ_M,W2,2024-2025,732.7,87,At/Above Benchmark
